OBJECTID,FID_,Country,ISO,COUNTRYAFF,AFF_ISO,Country_1,ISO_2,ISO_3,SPI,BNeeds,FWellB,Opport,Nut_BMC,H2O_Sani,Shelter,Per_Safe,Know_Acc,Info_Acc,Health,Enviro_Q,Rght_Per,Free_Cho,Tol_Incl,Ed_Acc,Under_N,Food_Def,Mortal_M,Mortal_C,D_Infect,H2O_pipe,H2O_Rur,Sani_Acc,Hous_Aff,Elec_Acc,Elec_Qal,HH_Air_D,Homicide,Crim_Vio,Crim_Per,Pol_Terr,Traff_D,Literacy,Enroll_P,Enroll_S,Enroll_G,Phone,Inet,Free_Prs,Li_Ex_60,D_Non_C,Suicide,D_O_Air,H2O_Trt,Biodev,Gr_Gas,Rght_Pol,Free_Exp,Free_Asb,Pri_Prop,Free_Cho1,Free_Rel,Marr_E,Contrac,Corrupt,Tol_Imm,Tol_Gay,Disc_Min,Tol_Rel,Safe_Net,SchYrsT,SchYrsW,Ed_Ineq,Uni_Rank,Uni_RPct,FoodDefC,AdLitC,Ed_Sec_C,Ed_Sec_G,PhoneC,GGasC,UniRankB,UniRPctB,Shape__Area,Shape__Length
99,0,Mexico,MX,Mexico,MX,Mexico,MX,MEX,71.93,79.22,77.66,58.91,97.17,89.44,79.38,50.9,93.58,64.93,77.59,74.53,65.87,60.31,52.92,56.54,5.0,29.0,37.8480704872,13.2,39.482429202,92.33,92.1359485,85.1572109,0.483203448333,99.1,4.89,10.129486327,15.7,5.0,4.0,4.0,12.3,94.55,97.71,90.54969,1.06543,85.98995188,57.43104299,49.33,22.38068,284.4,6.167095125,32.180472044,39.7229963333,78.66,367.10,28.0,13,0.62,50.00,0.730231543823,2.0,0.17,83.2,30.0,0.50858280774,0.508065422934,6.7,2.0,0.88286290052,0.70,10.77,0.20,17,0.229302235398,29.0,94.55,90.54969,0.06543,85.98995188,367.10,6,4,1709512975244.37,14432338.9535378
148,0,Nicaragua,NI,Nicaragua,NI,Nicaragua,NI,NIC,64.17,72.57,74.53,45.4,88.49,66.17,66.76,68.87,85.39,67.62,77.15,67.97,40.73,55.72,58.63,26.53,16.6,122.0,149.772233558,22.1,39.007517716,66.32,69.4027903,67.9008585,0.41756057598,77.9,3.95,31.872277032,11.5,3.0,3.0,2.5,15.3,82.47,98.41,74.18835,1.12814,116.1054805,19.7042915,28.82,21.87252,240.9,7.640744298,33.385097049,0.0,93.72,530.89,14.0,11,0.44,10.00,0.700354230824,3.0,0.3,87.3,26.0,0.57719612745,0.411516916088,6.7,4.0,0.848122265356,0.50,9.04,0.29,0,0.0,122.0,82.47,74.18835,0.12814,100.0,530.89,0,0,106764048953.712,1809404.25234129
149,0,Panama,PA,Panama,PA,Panama,PA,PAN,74.61,83.02,80.87,59.95,93.34,84.46,79.57,74.7,90.52,75.34,82.46,75.17,70.71,65.03,62.96,41.09,9.5,66.0,94.4862369069,17.0,58.8053355385,92.13,88.6225302,74.9922891,0.524020349547,90.87544,5.18,9.4144576,17.4,3.0,3.0,1.0,10.0,95.04,97.10,75.49851,1.06322,174.1943185,51.20542499,30.59,24.13157,227.0,6.115076394,23.594040249,13.32,87.93,238.52,35.0,15,0.70,30.00,0.876576173183,4.0,0.22,73.9,38.0,0.571404359239,0.409949437455,5.3,4.0,0.878862529566,0.89,12.46,0.17,0,0.0,66.0,95.04,75.49851,0.06322,100.0,238.52,0,0,61170222234.3223,2521592.35047113
45,0,Paraguay,PY,Paraguay,PY,Paraguay,PY,PRY,68.73,78.0,73.46,54.73,92.1,89.32,64.82,65.77,87.8,73.45,72.13,60.48,60.18,64.99,62.89,30.88,10.4,71.0,131.724973219,20.5,60.62671182,82.94,94.9488216,88.5978869,0.350212171272,98.2,2.86,38.061002851,8.8,4.0,3.0,2.0,20.7,95.54,90.66,76.57348,1.06561,105.3895511,48.43868795,33.63,21.1854,390.0,6.470899098,37.547069951,0.735,78.94,790.19,27.0,12, ,30.00,0.770771237681,4.0,0.13,81.6,30.0,0.737910947582,0.357363054665,6.0,3.0,0.93910745392,0.33,10.21,0.16,0,0.0,71.0,95.54,76.57348,0.06561,100.0,790.19,0,0,346532502801.582,3071453.90424479
47,0,Peru,PE,Peru,PE,Peru,PE,PER,72.15,76.59,81.55,58.31,94.27,72.01,76.0,64.06,97.1,72.82,80.78,75.5,73.86,60.96,54.05,44.38,7.5,50.0,68.3639525082,16.9,101.924077626,78.25,69.2493232,76.1934462,0.496284184149,91.2,4.94,29.525076388,6.7,3.0,4.0,3.0,13.9,94.37,98.07,95.74452,1.00057,109.8669058,40.9,29.99,21.61341,183.1,3.37204583,37.495527067,34.6464,84.59,269.64,31.0,15,0.79,40.00,0.808159154551,3.0,0.16,64.4,35.0,0.612189737132,0.338970291426,7.6,4.0,0.79523484945,0.74,11.57,0.23,3,0.0635292277207,50.0,94.37,95.74452,0.00057,100.0,269.64,2,2,1068660948091.2,6920101.35018899
159,0,Puerto Rico,PR,United States,US,Puerto Rico,PR,PRI,,,,,,,79.703994751,,85.5731048584,,,,,,,,,,14.4669305881,,46.7029093445, ,,99.2803374,0.505475443444,90.87544,5.11,0.009060088502,18.5,,,,,93.33,84.88,81.28882,1.06457,87.09082846,79.46876883,,,,7.039555931,27.976016281,,, ,,16, , ,0.816729927902,,0.19,80.3,63.0,0.820166255651,0.729157300026,,,0.912599045314, ,, ,1,0.231987660054,,93.33,81.28882,0.06457,87.09082846, ,1,4,7761479669.36719,462355.691611737
9,0,Suriname,SR,Suriname,SR,Suriname,SR,SUR,,,72.09,57.26,92.68,78.59,72.38,,83.22,78.38,57.89,68.87,70.19,68.87,58.71,31.28,8.0,56.0,155.155383811,21.3,82.56147994,65.80,88.4157735,79.2192993,0.44398530538,100.0,3.45,11.122164142,9.5,,,,19.1,95.54,94.79,81.14268,1.26783,136.8310311,42.76382778,16.7,19.34782,420.6,24.540428421,40.925602661,,81.12,440.90,34.0,15,0.70,30.00,0.86731519417,4.0,,72.0,45.0,0.669221228005,0.36142759832,5.8,4.0,0.747685450846, ,10.14,0.19,0,0.0,56.0,95.54,81.14268,0.26783,100.0,440.90,0,0,118955307183.037,1719699.77653724
12,0,Trinidad and Tobago,TT,Trinidad and Tobago,TT,Trinidad and Tobago,TT,TTO,,79.72,,61.92,94.5,90.52,78.94,54.93,,82.92,59.17,59.42,75.4,67.61,65.13,39.55,7.4,55.0,62.7198330334,20.4,51.109454307,83.52,95.1427003,91.5159089,0.342986466952,99.8278,5.17,0.8589485333,25.9,5.0,4.0,2.0,14.1,98.97,98.73,,,157.6727356,69.19847061,23.29,18.28497,512.9,13.859281898,37.669070298,5.0,88.51,1030.21,33.0,15,0.74,50.00,0.829435087334,4.0,0.03,64.4,35.0,0.678697775983,0.269559670378,4.4,4.0,0.879595180344,0.39,13.28,0.07,0,0.0,55.0,98.97,,,100.0,1030.21,0,0,4150558956.5708,434869.591957872
48,0,Uruguay,UY,Uruguay,UY,Uruguay,UY,URY,80.09,87.22,76.51,76.54,97.86,95.8,81.21,74.02,92.49,84.52,67.92,61.09,89.54,81.29,80.18,55.17,5.0,24.0,14.8092554026,10.1,42.9794752445,99.35,93.8623378,96.4357695,0.298329508029,99.5,5.90,0.7388605809,7.8,2.0,4.0,1.0,16.6,98.44,94.61,95.07186,1.10699,160.2096445,64.6,15.88,22.0495,375.1,17.633236712,26.60639002,2.15,54.32,558.30,40.0,16,0.88,70.00,0.875992718615,4.0,0.11,87.1,71.0,0.726247307835,0.735463239869,2.7,4.0,0.895100892013,0.28,12.08,0.09,2,0.726678761431,24.0,98.44,95.07186,0.10699,100.0,558.30,2,6,164161614750.2,1830755.31539807
15,0,Venezuela,VE,Venezuela,VE,Venezuela,VE,VEN,,,,,,,,,,,,,30.497177124,,,,,,,,, ,,,0.170687623475,,1.80,,,5.0,5.0,3.5,, , ,,,,,44.77,,,,,,95.73, ,11.0,8,0.35,5.00,0.439383356641,,,77.8,17.0,0.63278039914,0.46621813997,7.4,,0.897786761213, ,, ,5,0.0617336170145,, ,,,, ,3,2,750344371962.13,7668376.3058949
